Income_per_month,Age,Dependents,Occupation,Rent_per_month,Loan_Repayment_per_month,Insurance_premium,Healthcare_cost_per_month,Education_cost_per_month,Desired_Savings_per_month,Risk_Tolerance
17905.38629608483,62,3,Self_Employed,3581.0772592169665,0.0,725.5182722715864,853.9780171822924,1159.5852740913872,1262.4359966046634,0.008953538117974058
40057.417648633935,21,1,Student,6008.61264729509,6078.130006449661,1131.229868132154,1609.1985431227804,3873.877163347359,5259.733970207549,0.033420263897934864
102680.95275488916,49,4,Student,20536.190550977837,19761.32749214481,3295.010154047696,3410.523092955369,6922.769514279997,13805.022994297498,0.10280223099335815
29152.379832530303,36,3,Self_Employed,5830.475966506061,0.0,935.1448890068694,931.379057067976,2780.7036473278285,2310.953535879736,0.020292795684682882
104890.0130420075,20,0,Retired,31467.00391260225,6756.652739453181,3100.59496223101,5070.912024889761,0.0,18438.71012254673,0.10022128114417338
3689.1692543756553,55,2,Self_Employed,1106.7507763126966,495.411170695372,162.12793674778038,174.1519550692732,186.8338918139588,146.78979003732184,0.001836173729369978
57900.11583389391,45,1,Retired,17370.03475016817,11444.465837232816,2096.455401870349,2260.957432180762,3600.3654674669274,0.0,0.055225722990796644
32163.58899710021,55,4,Professional,6432.717799420043,1904.557434077509,1183.6133313896582,1217.4047145891805,2345.354174499421,1805.3845988773835,0.02327872543902535
23617.58357370196,23,0,Retired,4723.516714740393,0.0,643.2161220047419,744.2494590834402,0.0,1807.123323740342,0.015138243059101657
32285.105792052884,57,1,Student,9685.531737615864,3371.917633347851,1056.3353637057348,1181.9992293476034,3174.521848887497,2963.0769190019523,0.02860112077137701
6117.431078472254,34,1,Student,1223.4862156944507,383.8683816400831,185.60004184359465,196.7885036917965,314.1341305354644,478.4845659865931,0.002762674439075794
25165.1442251509,59,2,Retired,5033.0288450301805,3469.4858667391763,1188.59874201132,1198.3438121636725,1757.4009290619924,1604.2451491685422,0.020207984842048898
39920.3987001283,22,2,Student,7984.079740025661,7102.199331567449,843.7064472522095,1930.5729589325183,2590.427754995549,2386.2545899894503,0.03177215930692609
97857.52726506832,36,4,Self_Employed,19571.505453013662,0.0,2470.998705198238,2988.6032049592072,9185.091958721692,10239.76949988758,0.0830786856801695
19817.813541371783,60,3,Retired,5945.344062411536,1710.106439916728,789.0705248631439,909.9187874600652,1872.4655086166836,1183.5643747981126,0.012411592349415121
15711.650376310075,59,2,Self_Employed,3142.330075262016,1266.9308485181837,599.396941171886,749.4427213793443,1026.434905752643,1555.4719397560375,0.009292915520585473
20081.354481258342,52,4,Student,4016.270896251669,0.0,832.2004497136379,788.4478615244832,1878.337762035424,1931.05899166211,0.014951066569060978
62397.117214574384,39,1,Self_Employed,9359.567582186157,8081.24545446774,1332.9694711333707,2241.640962989233,5064.318607139554,8341.536405193823,0.061817950046992746
39024.8362119663,41,3,Retired,11707.45086358989,4031.54858093613,1813.7494681239305,1789.2439301343816,2707.706641613619,2001.7723922852724,0.032763409230456585
19636.48309970429,27,0,Self_Employed,3927.2966199408575,0.0,941.1589508931346,728.3598872981526,0.0,1411.95450125617,0.00861513848618806
45232.295239346575,19,1,Self_Employed,13569.688571803972,7866.640733717786,1965.57717098626,1634.4287252805127,3858.715109423365,0.0,0.03416096985317661
32422.72030880969,45,4,Student,6484.544061761939,0.0,818.4410428939337,1376.8612278637452,1918.640163726114,2150.4214286471647,0.021518150220533914
65112.293659931616,58,0,Student,19533.688097979484,4564.02482712464,2843.2139778706364,2382.888189155927,0.0,8192.987255597916,0.06104345904881811
17108.149117324385,54,1,Retired,5132.444735197315,3202.1312278454925,504.6357497772154,679.2601286900657,1619.1986312254166,579.4702421809343,0.011645782554522774
23082.33633917581,34,2,Retired,4616.467267835163,3961.182748499846,566.9207676941386,1060.6133655734195,1863.7768805111932,1225.868367186308,0.01978992351606587
21922.441959930464,23,4,Student,4384.488391986093,0.0,491.76225305145647,686.2522745465843,1602.2741001989489,1731.7467336998172,0.015458536293174452
9303.451154063603,60,0,Professional,1860.6902308127208,486.2624039099466,199.2307492928505,440.6826251826889,0.0,695.4327305904817,0.004182537658261924
38019.2877496309,22,2,Student,7603.857549926181,3488.950829085796,1721.1306138924149,1354.768411361116,3210.0612267907,2070.68331836831,0.029122895049082883
36967.59061264974,56,0,Professional,7393.518122529949,6914.392698537553,1674.352695538662,1839.215654063952,0.0,2932.399838211116,0.028568141764798882
30122.97431746392,24,3,Self_Employed,6024.5948634927845,0.0,632.408388290161,954.7962586566308,2047.7995259036877,1798.6844529251264,0.019693111039364785
24866.65314965845,49,3,Retired,7459.995944897536,4433.243477738981,1031.1918669264678,1020.5047404228756,2083.610546480318,0.0,0.02129127970437044
9668.766946264592,21,4,Self_Employed,1933.7533892529184,1198.467650301169,267.08157676281985,320.56529376236426,515.046594294414,743.3655373758971,0.005355371095192837
21427.628129525627,38,0,Self_Employed,4285.525625905126,0.0,571.7359458156866,717.2990869036083,0.0,2088.121511243889,0.01409871836222638
22806.04810259303,59,3,Student,4561.209620518606,0.0,840.635362294656,833.377864298085,1704.3684333817646,2127.811686280781,0.016577028665132863
15789.980073305902,49,1,Retired,4736.994021991771,0.0,532.7074473944099,746.3288233475101,958.1956997647532,1227.4922529029286,0.009240645385591363
26368.46562613627,35,1,Professional,7910.53968784088,0.0,677.0088245048585,1309.686986018973,1767.9896429643077,1712.09392867596,0.019505834383135377
41447.93524174928,50,3,Student,12434.380572524782,0.0,836.0157812848832,1565.7569240860212,3841.3365222681978,5835.1067907423885,0.03440940450572111
135659.2331314692,31,3,Student,40697.76993944076,17920.39263522058,4025.7877123601866,5110.136899612924,8475.792720816256,19147.2491221464,0.13429995288412405
34496.56079364953,23,4,Self_Employed,5174.484119047429,0.0,1109.508935152818,1450.966479116013,1892.459870195192,2666.4874262307635,0.022183813078497507
36864.08217610173,28,4,Professional,5529.612326415259,2290.0886646030194,1262.8389341081445,1460.574141524013,2615.356610555309,2849.058281385203,0.026277510803908437
28265.46238871148,63,1,Student,5653.092477742296,4804.322626436202,911.4534297174658,990.5632321389236,2206.653754427441,2798.5226612509914,0.024080838632751712
6463.561033057167,37,2,Retired,1939.06830991715,0.0,203.02952545872571,223.315622160934,559.1963167945852,497.95791867304655,0.003384018611024702
29370.3681873373,46,0,Professional,4405.555228100595,0.0,1436.184800908076,1422.4390473384608,0.0,1515.5180869603796,0.01784615811110116
31480.916901903365,52,2,Student,6296.183380380673,1934.589629209223,1498.435077021897,1041.0405953516274,2379.717093452382,2155.7193107264434,0.023224199007626924
215248.04733458973,33,4,Self_Employed,64574.41420037692,0.0,6831.173131795504,7191.376423092579,20390.172418769933,39994.93512677081,0.2211725965812828
25721.021373512307,24,2,Student,5144.204274702462,3770.3208222297694,1240.828052222255,1164.2176620278954,2467.451029170797,1513.258528238339,0.02131417889223287
38184.71312437806,57,4,Professional,7636.942624875613,2561.5916969534505,863.4950188386588,1893.451618988041,3338.3492287531512,3705.7859979279606,0.030011394925219842
29178.37830246606,53,2,Self_Employed,8753.513490739817,0.0,594.707943231222,919.480588496334,2116.94908666437,2201.7252009942645,0.021601602853145652
11778.254019385218,61,1,Student,3533.476205815565,0.0,352.4642877190158,544.337033991222,1014.7357318446404,1059.7267718565663,0.007072047191292378
74847.71878704197,61,4,Professional,14969.543757408395,0.0,1912.9855270861333,3031.706682225904,5526.452217570703,9127.505059611902,0.06570022803898327
54748.16257237731,48,1,Professional,16424.448771713192,0.0,2251.942671952979,1720.6440720774615,4873.443932796564,7191.361057497296,0.052103116916866976
56487.70135339636,59,2,Self_Employed,16946.310406018907,6499.078387987859,2191.0433390361663,2733.464591818408,3693.339140652903,6079.527012035433,0.05672146764120057
14493.313683886294,61,3,Self_Employed,4347.994105165888,0.0,713.5688533931706,457.293386245228,1034.239616954285,1271.9678673313842,0.008502253824022032
92151.3957416731,60,3,Retired,13822.709361250963,0.0,3927.207796810696,3907.2389597657534,8200.10297538735,12945.814390618814,0.07956478209667865
9773.909420660237,60,0,Retired,1954.781884132047,0.0,311.22563047405424,414.0978442875641,0.0,830.0371634734574,0.004033795376195854
47975.14463566101,64,3,Student,9595.028927132202,4989.785861426962,1346.4229742671466,2070.526670246811,4561.199341025495,5757.0835797327645,0.04082227575008596
173046.7661114086,23,0,Retired,34609.35322228172,0.0,3743.999840813316,7967.354821223066,0.0,40421.09280383315,0.15293095001085594
13582.311504922229,46,2,Retired,2716.462300984446,0.0,379.30929304056593,610.0816485210341,1210.665068224446,877.2403441992792,0.006773314665622828
19070.81580091953,44,0,Self_Employed,3814.163160183906,0.0,485.72452663534347,614.9356373522534,0.0,1429.6393131629536,0.008274331364650807
32489.549173553245,60,0,Student,9746.864752065972,3646.06014827002,1467.636538965934,1434.1778091830176,0.0,2394.716550199703,0.025977528039088465
20053.76383079636,19,0,Professional,4010.752766159272,0.0,597.1143667886762,611.4954536201237,0.0,1058.2621266865913,0.012293364287147899
8676.92008517976,39,1,Self_Employed,2603.076025553928,1185.4114899378349,351.5092390036153,406.545318116146,829.8837834003338,0.0,0.005450918336919449
31691.476401904365,26,0,Professional,6338.295280380873,0.0,1249.8146172914207,1174.5714476947344,0.0,1768.6529043478429,0.019184219745411762
12824.461612984349,28,4,Retired,1923.669241947652,0.0,279.3188110824421,578.7637079425851,1209.1408741819764,675.0241382040617,0.0056963862291098165
43819.16707748672,33,2,Retired,13145.750123246014,3113.677388365379,906.0520203767636,1676.387313732533,4273.148699592962,4140.202797355771,0.03434374721644556
14377.40668557377,62,1,Retired,2875.481337114754,0.0,479.50963619096206,432.7846458790045,1333.624324301124,935.1766971727608,0.007086477724939522
103662.96398390444,30,4,Professional,31098.88919517133,0.0,4952.41214814584,4240.845710311107,7266.377513281005,23148.837025421293,0.1037417255000501
16032.12862349986,35,2,Student,2404.819293524979,0.0,628.1129362120093,606.7832968942118,1182.5042842236458,1234.4513694188752,0.007296327941888124
23185.988881142574,42,1,Self_Employed,4637.197776228515,0.0,1059.7520168833676,861.638643719771,1436.4085868505529,2262.3598086032034,0.016936762129128115
57513.00841713571,50,2,Retired,8626.951262570356,0.0,1226.1398014754695,2170.814603645735,3738.121068748065,7209.445593488002,0.051506906776669456
11206.634046378304,27,3,Retired,2241.3268092756607,935.2952686740624,351.3333369433741,500.376894536047,687.4189726172172,701.0363178303035,0.005987142109169947
35987.27232246053,47,2,Student,10796.181696738158,2368.7240659848685,783.2985159685264,1351.221887610807,2104.884714952963,3568.3256232952463,0.02944710847360741
85362.90041943021,18,3,Self_Employed,12804.435062914532,12629.014170536922,2580.5261858237764,3926.6562780575623,4693.0899795882015,11411.351453021369,0.08088182915138709
8291.333345353552,50,3,Student,1658.2666690707106,480.4426580136742,236.51294260243475,274.12416026374217,660.5265191083682,505.0676776657733,0.004071464058140326
34775.19928491558,32,2,Student,6955.039856983116,0.0,1656.839304143304,1135.9422205328246,2444.2636686866226,2025.7339342227936,0.023337601788621525
36932.93192247234,46,3,Retired,7386.586384494469,0.0,1645.1807937037015,1145.1084228185407,2817.5627896031315,2178.2516940956484,0.024962924079865518
56073.07097903448,19,1,Retired,16821.921293710344,0.0,2477.9655901027936,2155.096890895836,5009.594723212297,6447.786966577504,0.05198370452926456
11152.200279914256,28,3,Student,2230.4400559828514,0.0,231.37050782100548,483.3337418374907,951.280826318711,942.32554251861,0.005557664664933169
10431.521036256545,51,0,Professional,2086.3042072513085,0.0,367.5599950024184,495.0370473214219,0.0,522.699628905802,0.004087925095279325
45547.2675579439,58,1,Retired,6832.090133691585,6775.578511811689,1043.7793293535576,2267.236337656733,2380.226884667952,6086.688545611309,0.03662094759538783
38045.58782338735,36,1,Self_Employed,11413.676347016206,0.0,1748.982284704084,1758.7689715893737,3335.536857042617,3195.65154037032,0.030150232054439948
36656.53284383594,19,1,Retired,7331.306568767189,0.0,1230.3383165262528,1734.253184600186,2019.612479641646,3551.379238879804,0.02572792071625057
39581.266939873545,37,0,Professional,5937.190040981031,7755.888213254137,907.0109040251868,1809.2588674524893,0.0,2882.8492849297068,0.028700696484194908
17412.313082925248,58,0,Professional,5223.693924877574,0.0,862.0768093589048,791.7360934556461,0.0,1500.9450641966928,0.008421857803716497
36125.54884979018,48,0,Student,10837.664654937054,0.0,1034.7466874504971,1168.0099468858466,0.0,2771.899497582171,0.024894932992955116
37926.70040801586,21,0,Student,11378.010122404758,6955.020539321886,985.7576842419642,1463.238654754644,0.0,2672.76748831397,0.03077594129681255
16940.653185403247,46,0,Professional,3388.1306370806496,0.0,625.7351595281002,622.860246574016,0.0,1312.3667531858275,0.0073843032591902735
133462.0263522427,47,4,Self_Employed,26692.405270448544,0.0,4609.001430242951,5425.462280113523,11095.514774420732,22392.50532967747,0.1255698475081008
43827.59835540575,30,4,Student,6574.139753310862,0.0,1237.4553058396284,1791.422081121806,4035.748026350293,4949.297462414094,0.031154789996639176
11566.9811178916,32,0,Professional,2313.39622357832,0.0,487.20259318871655,539.0534631006478,0.0,1083.0789297258234,0.005069385331360114
50726.08465703511,37,1,Self_Employed,10145.216931407023,0.0,1455.0493573462272,1641.8337510740057,3268.218170498318,5144.012538770405,0.04585278915906405
13755.682967887136,51,3,Self_Employed,2063.3524451830704,0.0,417.5039169007617,629.9338624688315,1262.6933687694532,1074.9967925965536,0.006471175578771621
56309.60163009696,45,3,Professional,16892.88048902909,0.0,2308.63203085464,2704.738338922496,4189.675617818853,8189.445805591387,0.05441624963445984
75798.1468809097,37,4,Professional,15159.62937618194,7498.8699279646435,2815.3206139036365,2558.4191044938625,7310.319814240017,9882.841556606583,0.07331620985633526
15559.19102909732,42,0,Self_Employed,3111.8382058194643,1279.144088880379,445.9798993465509,733.3763191541278,0.0,912.9988132302489,0.007731279845017829
64838.417157568656,44,2,Self_Employed,19451.5251472706,0.0,3091.6722060176667,2289.1839776492234,5522.400030367528,7082.785359082061,0.05960670546475053
41738.42315779588,47,3,Professional,6260.763473669382,0.0,1734.845561727402,1407.5291389052732,2153.098539507096,4801.07613230072,0.028098099229116217
57907.41891732699,58,3,Professional,11581.4837834654,11236.925060224909,1683.1837102408094,2004.1727561305447,3980.5128526775247,5895.201449249045,0.060623138026952864
136815.28997765883,37,1,Retired,20522.293496648825,0.0,6277.032974625688,4469.731812519857,10396.357763397078,26582.452050601667,0.13106285322526137
24652.71136245552,18,3,Self_Employed,3697.906704368327,2873.798739985803,724.3740878471343,1131.8433099444976,2338.9288055733487,2439.2228346928277,0.02019956950242851
16415.21174210475,52,4,Student,3283.0423484209505,0.0,808.7687799520728,726.5614704704176,925.578029343813,1378.190844287206,0.00818327230449843
14725.575882805526,60,0,Retired,2208.8363824208286,0.0,695.6414244637527,475.8182616887228,0.0,1429.561274177079,0.005871481875486631
15619.953284996349,41,0,Retired,3123.990656999269,0.0,500.326785179948,481.8715184187182,0.0,1497.373448713244,0.006915006840943815
28205.4723513678,42,3,Self_Employed,4230.82085270517,2901.2251511343734,1125.1752895315783,1292.2502834568695,2486.736752163013,1692.0139009974666,0.02198714858412331
39413.91637844296,57,2,Self_Employed,11824.174913532888,0.0,1421.50806040201,1883.1570942207072,2164.541274181471,3687.563990310274,0.030384550259168124
37432.90090783165,29,4,Retired,11229.870272349495,0.0,1665.90870959049,1237.1124941075857,3414.1704633385084,3214.0841242073434,0.029377536861738763
58145.23782202365,28,3,Self_Employed,17443.571346607096,0.0,2667.2451255738365,2404.6569937893946,4272.188129666787,6966.197139298558,0.05457634605212609
30313.673918754943,47,4,Self_Employed,9094.102175626484,0.0,1179.4689298304706,1249.431392336734,3009.245001324327,2646.729555327751,0.024066500597985162
95968.944408596,30,2,Student,19193.7888817192,0.0,3518.9496064051323,3976.889965079378,5328.783035042589,13647.062888353468,0.08267203372602593
24275.604476737608,64,4,Professional,7282.681343021282,1672.79161856488,732.6787797699255,753.6537700521474,1950.3962220706187,1279.0904713996736,0.019018739558410526
264365.5263268633,42,4,Retired,79309.657898059,0.0,12425.470984685206,7984.913224518407,24201.13843428565,53503.730969709926,0.2774539496847118
49488.05166210642,42,4,Self_Employed,14846.415498631926,3710.838890848116,1889.659465651093,1923.023043488635,4549.940764433694,4640.644200096212,0.03926984377958678
15111.73110445011,34,0,Professional,3022.346220890022,0.0,332.8479450221437,457.2127452785508,0.0,1370.9252916661785,0.006575582500181111
12736.64642076484,29,2,Professional,3820.993926229452,0.0,510.1839385769526,567.570384035447,1139.1132640178323,643.1834671009922,0.007296112858096581
44131.56622687866,28,0,Professional,8826.313245375733,7116.60155560305,1164.4858918806765,1382.8783426778796,0.0,5062.872900350492,0.0338917560858686
25088.941049298373,27,1,Self_Employed,7526.682314789512,0.0,608.1899952176545,821.8389012832661,2401.901491646517,2108.408342167811,0.019210123657218175
53111.72836037828,34,3,Retired,10622.345672075657,4260.112248837616,2633.266321096537,2383.70898068035,4432.500414852313,7064.721550005254,0.055178563573306666
43806.730997652885,62,0,Retired,13142.019299295864,3366.649727700922,2054.38153461571,2088.700303875737,0.0,6028.841341894539,0.033320473883124126
28302.050321184077,33,4,Self_Employed,8490.61509635522,0.0,1183.9338917180023,963.2806903463576,1952.2305769990164,2220.689791986876,0.021275331590433304
15237.544377760249,37,1,Self_Employed,3047.5088755520496,0.0,573.1179912981979,722.2836761043083,1466.3791985198727,1238.806652805787,0.008068100047401161
8929.135680564452,22,2,Retired,1339.3703520846675,878.0468310123049,281.7386496153527,291.3885199782624,533.6523603352789,623.8588043265928,0.004278076918540794
20988.72565551974,58,2,Retired,4197.745131103948,3924.894846521365,619.0207950501346,957.47541740205,1520.583661472648,2029.749932532391,0.018871004926087027
59520.23966348219,49,0,Retired,8928.03594952233,0.0,1791.2950377593288,1970.481462233509,0.0,6396.775255755721,0.04883791777014266
